xpoints,ypoints,filename
"965.7772216796875,1092.864990234375,1099.901734562836,972.8139660081486","1113.462158203125,1120.2705078125,988.9194189432459,982.1110693338709",PM-BB-TOWER-0014-C1-B-I(11).JPG
"1398.69287109375,2196.078369140625,2255.7333565933877,1458.3478585465125","2732.461669921875,2993.8994140625,2811.951615983984,2550.513871843359",PM-BB-TOWER-0019-C1-B-I(8).JPG
"1760.784423828125,1976.470703125,1882.739185382811,1667.052906085936","1047.05859375,1062.7449951171875,2351.54296996376,2335.8565685965723",PM-BB-TOWER-0006-C1-B-I(8).JPG
"1454.9869384765625,1470.588134765625,1614.7523240931355,1599.151127804073","53.214378356933594,2456.759033203125,2455.8232761698546,52.27862132366309",PM-BB-TOWER-0009-C2-B-I(14).JPG
"1643.1373291015625,2280.39208984375,2266.700008215092,1629.4452474729048","827.4510498046875,845.097900390625,1339.5399063361979,1321.8930557502604",PM-BB-TOWER-0007-C1-0-EP(3).JPG
"1772.549072265625,2784.313720703125,2713.4461281016215,1701.6814796641215","1145.0980224609375,1494.1175537109375,1699.5539791662022,1350.5344479162022",PM-BB-TOWER-0006-C2-B-MJ(1).JPG
"2009.1932373046875,2042.91357421875,2043.1747619846399,2009.4544250705774","2582.94970703125,2581.972412109375,2590.984368752655,2591.96166367453",PM-BB-TOWER-0007-C1-0-TB(6).JPG
"2298.0394287109375,2478.4315185546875,2056.1633632233707,1875.7712733796207","80.39221572875977,182.35296630859375,929.4427492053793,827.4819986255453",PM-BB-TOWER-0007-C2-0-TB(14).JPG
"1993.5283203125,1997.5601806640625,1972.4511511156077,1968.4192907640452","851.5275268554688,887.0804443359375,889.9279209391794,854.3750034587107",PM-BB-TOWER-0012-C1-M-I(3).JPG
"1489.055908203125,1491.7919921875,2026.8009993850128,2024.0649154006378","2214.774169921875,2718.1943359375,2715.286566891069,2211.866400875444",PM_PB_TOWER_355_C1_B_LSP_7_1_.jpg
"699.9999389648438,2276.470458984375,2379.38631681302,802.9157967934891","1343.13720703125,1205.8822021484375,2387.943403107218,2525.1984079900303",PM-BB-TOWER-0015-C2-0-TB(5).JPG
"675.9420166015625,1409.3031005859375,1420.2904944327374,686.9294104483623","271.3966369628906,231.47152709960938,433.2925637666366,473.21767362991784",PM-BB-TOWER-0006-C1-B-I(15).JPG
"1698.0391845703125,1721.568603515625,1441.823692298231,1418.2942733529185","19.607900619506836,2882.3525390625,2884.6518133761997,21.907174933206466",PM-BB-TOWER-0014-C1-B-I(17).JPG
"1933.333251953125,2564.70556640625,2589.47657093163,1958.1042564785046","258.8235168457031,352.9411315917969,186.76898091936513,92.65136617327138",PM-BB-TOWER-0013-C1-M-I(4).JPG
"1772.549072265625,2784.313720703125,2713.4461281016215,1701.6814796641215","1145.0980224609375,1494.1175537109375,1699.5539791662022,1350.5344479162022",PM-BB-TOWER-0006-C2-B-MJ(1).JPG
"1105.8822021484375,2011.7645263671875,2008.8326188062797,1102.9502945875297","2701.960693359375,2690.196044921875,2464.4380675560724,2476.2027159935724",PM-BB-TOWER-0016-C1-T-I(9).JPG
"1917.6468505859375,2796.078369140625,2818.294832472561,1939.8633139178735","1937.2547607421875,2031.3724365234375,1824.0188075733804,1729.9011317921304",PM-BB-TOWER-0011-C2-B-I(5).JPG
"219.60787963867188,325.490234375,263.31044835329635,157.42809361696823","1321.568603515625,1764.7056884765625,1779.5628114401243,1336.4257264791868",PM-BB-TOWER-0018-C2-T-I-BHOPAL(4).JPG
"1911.2315673828125,1925.30615234375,1872.832379488349,1858.7577945274115","1014.9841918945312,1098.1119995117188,1106.9964702495417,1023.8686626323541",PM-BB-TOWER-0013-C1-M-I(6).JPG
"100.09102630615234,927.6751708984375,931.008605287002,103.42446069471677","136.3384552001953,110.300537109375,216.24976997016887,242.28768806098918",PM-BB-TOWER-0008-C1-T-I-BHOPAL(13).JPG
"1774.2191162109375,2225.078369140625,2246.6736659504895,1795.814413020802","145.41171264648438,227.11109924316406,107.93713977935964,26.237753182679953",PM-BB-TOWER-0009-C2-M-I(16).JPG
"1995.642822265625,2527.233154296875,2515.9566938341527,1984.3663618029025","2288.65478515625,2358.371826171875,2444.3544966092563,2374.6374555936313",PM-BB-TOWER-0018-C1-B-I-BHOPAL(1).JPG
"1078.4312744140625,1921.568603515625,1925.9879793829182,1082.8506502813557","2298.0390625,2313.7255859375,2076.187881685086,2060.501358247586",PM-BB-TOWER-0010-C2-T-I(11).JPG
"1605.3740234375,1627.2628173828125,1652.0484741885562,1630.1596802432437","613.9345703125,612.1104736328125,909.5333792614208,911.3574759411083",PM-BB-TOWER-0008-C1-0-TB(8).JPG
"1662.926513671875,2176.65234375,2187.2669065442883,1673.5410764661633","2654.77001953125,2611.6328125,2738.0428296914656,2781.1800367227156",DJI_20240111150546_0023_V.JPG(1).JPG
"1943.3739013671875,2095.135986328125,2108.821096908973,1957.0590119480353","2453.263427734375,2520.388916015625,2489.4486432839244,2422.3231550026744",PM-BB-TOWER-0011-C1-T-I(6).JPG
"1644.991455078125,2439.124267578125,2202.621239334101,1408.4884268341013","1132.8164672851562,719.3997192382812,265.1007198109571,678.5174678578321",PM-BB-TOWER-0013-C2-M-I(7).JPG
"1686.2744140625,2058.8232421875,2049.5241011756466,1676.9752730506464","19.607900619506836,23.529409408569336,906.9608315687575,903.039322779695",DJI_20240112163940_0113_V.JPG
"1098.1982421875,1612.4625244140625,1619.2098594730237,1104.9455772464612","1206.2313232421875,1194.969970703125,1503.0957849872116,1514.357137526274",PM-BB-TOWER-0013-C1-M-I(16).JPG
"3556.9365234375,3552.049560546875,3470.932524396726,3475.819487287351","1233.5535888671875,1303.4376220703125,1297.7651397121315,1227.8811065090065",PM-BB-TOWER-0018-C2-B-I-BHOPAL(7).JPG
"972.5490112304688,1823.5291748046875,1854.2504396209513,1003.2702760467326","2305.882080078125,2431.37255859375,2223.044506395782,2097.554027880157",PM-BB-TOWER-0009-C1-M-I(7).JPG
"1023.529296875,3117.646728515625,3058.25332471145,964.1358930708251","1282.352783203125,1615.686279296875,1988.816383796821,1655.482887703071",PM-BB-TOWER-0003-C1-B-MJ(1).JPG
"1498.6204833984375,2224.836669921875,2222.798827355855,1496.5826408324176","2942.17431640625,2924.0185546875,2842.506455115176,2860.662216833926",PM-BB-TOWER-0019-C1-T-I(2).JPG
"1851.138427734375,1974.2908935546875,1976.1820144088363,1853.0295485885238","1201.9586181640625,1210.0220947265625,1181.139243198756,1173.075766636256",PM-BB-TOWER-0009-C1-M-I(5).JPG
"1967.4447021484375,2231.32568359375,2223.207496918504,1959.3265154731914","278.7557373046875,242.2744598388672,183.55296716561125,220.03424463143156",PM-BB-TOWER-0013-C2-T-I(4).JPG
"844.4853515625,1748.0533447265625,1767.9894002175101,864.4214070534476","2334.443115234375,2418.495849609375,2204.1829925023635,2120.1302581273635",PM-BB-TOWER-0013-C1-B-I(8).JPG
"1370.6600341796875,1526.9100341796875,1455.8060733570771,1299.5560733570771","452.2569580078125,491.3194580078125,775.7353012982536,736.6728012982536",PM-BB-TOWER-0002-C2-0-TB(9).JPG
"2000.0001220703125,2858.823486328125,2841.0388121055653,1982.215447847753","2364.70556640625,2278.431396484375,2101.3923851339446,2187.6665550558196",PM-BB-TOWER-0012-C2-B-I(2).JPG
"1398.69287109375,2196.078369140625,2255.7333565933877,1458.3478585465125","2732.461669921875,2993.8994140625,2811.951615983984,2550.513871843359",PM-BB-TOWER-0019-C1-B-I(8).JPG
"1716.775634765625,2226.57958984375,2234.4649733362407,1724.6610182581155","2718.309814453125,2670.379638671875,2754.2516384351648,2802.1818142164148",PM-BB-TOWER-0007-C1-B-I-SS(26).JPG
"618.7364501953125,758.1698608398438,756.0485392039565,616.6151285594252","2180.828369140625,2185.185791015625,2253.066092545026,2248.708670670026",PM-BB-TOWER-0012-C2-M-I(9).JPG
"2802.0595703125,3044.845703125,3037.8075461502262,2795.0214133377262","838.6981201171875,756.3619384765625,735.6084024249284,817.9445840655534",DJI_20240112164437_0144_V.JPG
"1713.7254638671875,2876.47021484375,2884.4924990804934,1721.7477481039307","2462.7451171875,2433.333251953125,2750.479710118359,2779.891575352734",PM-BB-TOWER-0009-C1-M-I(6).JPG
"1246.1873779296875,1052.2874755859375,1379.1596567805511,1573.0595591243011","2003.4859619140625,2785.620849609375,2866.656084080612,2084.5211963852994",DJI_20240112163728_0103_V.JPG
"2521.568603515625,2533.333251953125,2222.140584154491,2210.375935716991","50.98041534423828,658.823486328125,664.8465414680851,57.003470484198424",PM-BB-TOWER-0017-C2-T-I(2).JPG
"2459.5859375,2750.828857421875,2742.9780794745816,2451.7351595527066","305.33026123046875,269.3977355957031,205.7650392395164,241.69756487428202",PM-BB-TOWER-0014-C2-T-I(14).JPG
"2078.431396484375,2054.902099609375,1829.8618818626992,1853.3911787376992","874.5098266601562,1143.136962890625,1123.4254841231439,854.798347892675",PM-BB-TOWER-0010-C1-B-I(3).JPG
"553.906982421875,1879.489990234375,1854.2457728725353,528.6627650600353","1807.4913330078125,2259.275146484375,2333.3444348966214,1881.5606214200586",PM-BB-TOWER-AP1-C1-0-TB(8).JPG
"1901.9608154296875,2525.490234375,2536.1832209817962,1912.6538020364837","270.58819580078125,329.4117431640625,216.06611841706527,157.24257105378402",PM-BB-TOWER-0017-C1-T-I(8).JPG
"1349.019775390625,1711.7645263671875,2500.5721748352107,2137.827423858648","1611.7645263671875,1070.588134765625,1599.3174704359187,2140.4938620374814",PM-BB-TOWER-0008-C1-0-TB(12).JPG
"2105.882080078125,2199.999755859375,1881.646906445323,1787.529230664073","1311.7645263671875,1633.3331298828125,1726.5096089843644,1404.9410054687394",PM-BB-TOWER-0011-C1-0-EP(2).JPG
"1969.5845947265625,2085.1083984375,2079.2284943570617,1963.7046906461242","942.8814697265625,916.6605834960938,890.754941754726,916.9758279851948",PM-BB-TOWER-0011-C1-M-I(8).JPG
"58.82280731201172,1364.705078125,1370.2809797407217,64.3987089277334","1905.8822021484375,1894.117431640625,2513.0390722228285,2524.803842730641",PM-BB-TOWER-0003-C1-0-EP(3).JPG
"780.3922119140625,1860.784423828125,1922.9477295067509,842.5555175926885","2607.843017578125,2852.94091796875,2578.924897370519,2333.826996979894",PM-BB-TOWER-0014-C1-B-I(12).JPG
"1894.8233642578125,1685.5318603515625,1704.4895578087571,1913.7810617150071","41.019832611083984,91.45145416259766,170.1260017847305,119.69438023321683",PM-BB-TOWER-0012-C2-T-I(3).JPG
"1988.235107421875,2584.313720703125,2565.166408357168,1969.0877950759184","270.58819580078125,184.3137664794922,52.023081035056805,138.29751035634587",PM-BB-TOWER-0019-C1-M-I(7).JPG
"511.5987548828125,612.834228515625,611.4794744637485,510.24400083093605","2271.584716796875,2274.32080078125,2324.4468820276247,2321.7107980432497",PM-BB-TOWER-0010-C1-0-TB(4).JPG
"952.94140625,2682.3529663085938,2660.6275007732706,931.2159407146769","2950.980224609375,2821.568603515625,2531.2370944371332,2660.6487155308832",PM-BB-TOWER-0019-C2-B-I(13).JPG
"1799.9998779296875,1850.9803466796875,2127.0032452988485,2076.0227765488485","1321.568603515625,1658.8233642578125,1617.0988924479227,1279.8441317057352",PM-BB-TOWER-0019-C2-0-TB(8).JPG
"2001.3175048828125,2020.56005859375,2018.8301456969266,1999.587591985989","1158.3250732421875,1157.4088134765625,1121.0785684071852,1121.9948281728102",PM-BB-TOWER-0014-C1-B-I(13).JPG
"1920.1241455078125,2047.80859375,2050.135054092726,1922.4506058505385","1040.746337890625,1047.130615234375,1000.6018087267586,994.2175313830086",PM-BB-TOWER-0019-C2-T-I(16).JPG
"1678.987060546875,2445.300048828125,2453.29855111948,1686.9855628382304","779.6403198242188,793.86669921875,363.0222782539101,348.79589885937884",PM-BB-TOWER-0019-C1-T-I(10).JPG
"1321.5684814453125,1852.9410400390625,1847.604387761833,1316.231829168083","74.50981903076172,94.11763763427734,238.74109790885095,219.13327930533532",PM-BB-TOWER-0009-C1-M-I(9).JPG
"2247.972900390625,2469.594482421875,2469.594482421875,2247.972900390625","1983.783935546875,1983.783935546875,2083.78369140625,2083.78369140625",PM-BB-TOWER-0009-C1-T-I(2).JPG
"1870.5880126953125,2086.2744140625,2138.0194623974767,1922.3330610302894","717.64697265625,690.196044921875,1096.7653008660564,1124.2162286004314",PM-BB-TOWER-0002-C1-T-I(11).JPG
"1875.1572265625,2815.077880859375,2828.7683296447613,1888.8476753478863","1549.9681396484375,1765.5635986328125,1705.878039203146,1490.282580218771",PM-BB-TOWER-0009-C2-B-MJ(1).JPG
"1860.56640625,2122.00439453125,2122.00439453125,1860.56640625","1366.7271728515625,1366.7271728515625,954.9624633789062,954.9624633789062",PM-BB-TOWER-0009-C1-B-I(8).JPG
"1947.786865234375,1999.100341796875,1996.8349861287504,1945.5215095662504","636.7445068359375,631.2466430664062,610.1032899651084,615.6011537346396",PM-BB-TOWER-0009-C1-B-I(11).JPG
"2025.537841796875,2285.037353515625,2238.975455178724,1979.475943459974","16.442298889160156,142.8201141357422,237.40190528272745,111.02409003614544",PM-BB-TOWER-0013-C2-T-I(4).JPG
"1967.4447021484375,2231.32568359375,2223.207496918504,1959.3265154731914","278.7557373046875,242.2744598388672,183.55296716561125,220.03424463143156",PM-BB-TOWER-0013-C2-T-I(4).JPG
"1919.8411865234375,2913.849853515625,2948.3965410123888,1954.3878740202013","2533.27099609375,2655.820068359375,2375.6081813756646,2253.0591091100396",PM-BB-TOWER-0014-C1-T-I(2).JPG
"1922.6185302734375,2055.623291015625,2055.925125366101,1922.9203646239134","2151.64501953125,2150.885009765625,2203.7072330903534,2204.4672428559784",PM-BB-TOWER-0005-C1-M-I(6).JPG
"1803.92138671875,2226.57958984375,2248.5573268582093,1825.8991237332093","2954.064208984375,2971.49365234375,2438.540841186487,2421.111397827112",PM-BB-TOWER-0009-C2-B-I(9).JPG
"1836.15576171875,2171.96044921875,2146.686958569767,1810.8822710697666","332.5269470214844,262.21173095703125,141.51301019029665,211.82822625474978",PM-BB-TOWER-0011-C2-T-I(10).JPG
"1921.568359375,1927.45068359375,1590.2941013263978,1584.4117771076478","1698.038818359375,2303.921142578125,2307.1944916264565,1701.3121674077063",PM-BB-TOWER-0014-C2-B-I(7).JPG
"1819.9818115234375,2294.88037109375,2314.8522462450355,1839.953686674723","2630.338134765625,2550.488037109375,2669.268289352702,2749.118387008952",PM-BB-TOWER-0010-C1-T-I(6).JPG
"1386.456787109375,2653.214599609375,2270.5596177582674,1003.8018052582674","649.7947998046875,1489.739990234375,2066.8385834223,1226.8933929926122",PM_PB_TOWER_472_C1_R_LSP_1_1_.jpg
"1611.3021240234375,1921.392822265625,1927.033760379688,1616.9430621375004","114.7711181640625,143.95611572265625,84.02112909060645,54.8361315320127",PM-BB-TOWER-0010-C1-B-I(11).JPG
"2065.359375,2061.002197265625,1862.8652944931016,1867.2224722274766","806.1001586914062,1137.2547607421875,1134.647767827784,803.4931657770029",PM-BB-TOWER-0010-C2-M-I(2).JPG
"1426.2481689453125,1487.5242919921875,1500.1129233185395,1438.8368002716645","1396.4732666015625,1435.5955810546875,1415.8783804511922,1376.7560659980672",DJI_20240112162950_0054_V.JPG
"2459.5859375,2750.828857421875,2742.9780794745816,2451.7351595527066","305.33026123046875,269.3977355957031,205.7650392395164,241.69756487428202",PM-BB-TOWER-0014-C2-T-I(14).JPG
"2228.728759765625,3169.9453125,3175.626434434088,2234.409881699713","2057.537109375,1985.4866943359375,2059.7009233527547,2131.751338391817",PM-BB-TOWER-0009-C1-M-MJ(1).JPG
"576.4705200195312,1250.9803466796875,1319.4838695685582,644.974042908402","2156.862548828125,2011.7645263671875,2330.2133829794248,2475.3114054403623",PM-BB-TOWER-0005-C2-0-EP(3).JPG
"851.8518676757812,1928.1044311523438,1944.2606502600684,868.0080867835057","2787.607177734375,2892.182373046875,2725.9080268329685,2621.3328315204685",PM-BB-TOWER-0013-C1-M-I(1).JPG
"2867.102294921875,3180.827880859375,3203.8512825052635,2890.1256965677635","2190.849609375,2147.276611328125,2313.0451031785224,2356.6181012253974",PM-BB-TOWER-0005-C1-0-TB(10).JPG
"3092.3115234375,3119.287841796875,3116.9231951921665,3089.9468768327915","1405.1319580078125,1411.5828857421875,1421.4713021440814,1415.0203744097064",PM-BB-TOWER-0008-C1-B-I-BHOPAL(24).JPG
"1865.68896484375,1920.8486328125,1920.8486328125,1865.68896484375","1090.4818115234375,1090.4818115234375,1041.6260986328125,1041.6260986328125",PM-BB-TOWER-0009-C1-0-EP(3).JPG
"2352.94091796875,3074.509521484375,3109.9719344469513,2388.4033309313263","1654.90185546875,1815.6861572265625,1656.5377607789762,1495.7534590211637",PM-BB-TOWER-0010-C1-M-I(6).JPG
"825.1931762695312,882.9796142578125,888.920068059281,831.1336300709997","1488.312255859375,1494.87890625,1442.6029900978479,1436.0363397072229",DJI_20240112162502_0029_V.JPG
"3544.8896484375,3541.631591796875,3466.328448417273,3469.586505057898","1464.10693359375,1521.9364013671875,1517.6938946349962,1459.8644268615587",PM-BB-TOWER-0018-C2-B-I-BHOPAL(7).JPG
"2648.83203125,2960.878173828125,2927.1431264849857,2615.0969839068607","2393.280029296875,2337.33251953125,2149.175952112678,2205.123461878303",DJI_20240112164523_0150_V.JPG
"1803.9215087890625,2125.490234375,2131.9016452735586,1810.3329196876214","117.64704895019531,141.17645263671875,53.553780199923565,30.024376513400128",PM-BB-TOWER-0013-C1-M-I(10).JPG
"2113.43994140625,2108.39697265625,2056.760504298588,2061.803473048588","1005.2061767578125,2046.620849609375,2046.3708040674055,1004.9561312158431",PM-BB-TOWER-0013-C1-T-I(11).JPG
"119.23075866699219,700.203857421875,734.4430743502231,153.46997559534032","1594.5084228515625,1521.8868408203125,1795.8007848768225,1868.4223669080725",PM-BB-TOWER-0007-C1-B-I-SS(1).JPG
"966.8298950195312,969.3751831054688,1000.3922669607147,997.8469788747772","1492.7384033203125,1549.7532958984375,1548.3686153276708,1491.3537227495458",DJI_20240112162950_0054_V.JPG
"215.68618774414062,443.1370849609375,437.268794905801,209.8178976890041","933.333251953125,941.17626953125,1111.3592156835018,1103.5161981053768",PM-BB-TOWER-0005-C1-T-I(16).JPG
"1947.70947265625,1599.617431640625,1604.6806066889408,1952.7726477045658","2349.776123046875,2406.01806640625,2437.355015866299,2381.113072506924",PM-BB-TOWER-0012-C1-M-I(1).JPG
"266.66668701171875,964.705810546875,936.3024869676783,238.2633634325221","1960.7841796875,2015.6861572265625,2376.813970566279,2321.9119930272163",PM-BB-TOWER-0004-C2-0-TB(11).JPG
"1549.0196533203125,2058.8232421875,2048.742510986918,1538.9389221197307","282.3529052734375,243.1372833251953,112.08764827809853,151.30327022634071",PM-BB-TOWER-0019-C2-T-I(14).JPG
"2349.01953125,1552.9410400390625,1887.1005129931377,2683.179004204075","1294.1175537109375,1839.215576171875,2327.232699866697,1782.1346774057597",PM-BB-TOWER-0018-C1-0-TB(1).JPG
"1149.01953125,2286.2744140625,2307.440610889579,1170.1857280770791","1505.8822021484375,1737.2547607421875,1633.2175281573527,1401.8449695636027",PM-BB-TOWER-0017-C1-B-MJ(2).JPG
